id,case_number,primary_type,location_description,arrest,area,ward,community_area,fbi_code,year,vict_age,vict_sex,victim_race,date_occ,time_occ,date_rptd,district,suspect_age,suspect_sex,suspect_race,case_status,crime_category,zip_code,priority_level,repeat_offense_flag
11935139,CPD726646,Sex Offense,Unknown,FALSE,Far South Side,W9,Loop,11A,2011,66,F,Black,9999-12-31T00:00:00.000Z,1501,9999-12-31T00:00:00.000Z,D13,-1,Unknown,White,Under Investigation,Violent,60629,High,TRUE
11935148,CPD981174,Robbery,Parking Lot,FALSE,Downtown,W1,Humboldt Park,120,2023,22,X,Asian,9999-12-31T00:00:00.000Z,427,9999-12-31T00:00:00.000Z,D19,39,M,Black,Closed,Violent,60619,High,FALSE
11935151,CPD184236,Theft,Parking Lot,FALSE,North Side,W41,Austin,23H,2018,79,M,White,9999-12-31T00:00:00.000Z,615,9999-12-31T00:00:00.000Z,D17,66,F,Unknown,Closed,Property,60649,Medium,FALSE
11935162,CPD098163,Robbery,Retail Store,FALSE,South Side,W22,Unknown,120,2023,57,F,Hispanic,9999-12-31T00:00:00.000Z,1000,9999-12-31T00:00:00.000Z,D19,34,X,Unknown,Pending,Violent,60608,Normal,FALSE
11935214,CPD612797,Battery,Bar,FALSE,West Side,W18,Englewood,13A,2002,36,M,Unknown,9999-12-31T00:00:00.000Z,344,9999-12-31T00:00:00.000Z,D11,78,X,Unknown,Under Investigation,Violent,60619,High,FALSE
11935246,CPD799516,Theft,Parking Lot,TRUE,Downtown,W44,Loop,23H,2023,77,X,White,9999-12-31T00:00:00.000Z,106,9999-12-31T00:00:00.000Z,D12,21,Unknown,White,Open,Property,60619,Medium,TRUE
11935258,CPD268064,Disorderly Conduct,Apartment,FALSE,Downtown,W34,Austin,90C,2017,76,M,Unknown,9999-12-31T00:00:00.000Z,904,9999-12-31T00:00:00.000Z,D09,51,M,White,Open,Other,60622,Low,FALSE
11935408,CPD900821,Burglary,Residence,TRUE,North Side,W46,Englewood,220,2012,51,F,White,9999-12-31T00:00:00.000Z,305,9999-12-31T00:00:00.000Z,D25,68,M,White,Open,Property,60619,Medium,FALSE
11935418,CPD494712,Assault,Apartment,FALSE,Far South Side,W18,Englewood,13B,2007,59,X,Black,9999-12-31T00:00:00.000Z,1334,9999-12-31T00:00:00.000Z,D01,77,F,Unknown,Open,Violent,60625,Medium,TRUE
11935542,CPD917001,Arson,Public Transit,FALSE,South Side,W25,Englewood,200,2002,39,X,Black,9999-12-31T00:00:00.000Z,1514,9999-12-31T00:00:00.000Z,D06,-1,F,White,Closed,Property,60608,High,FALSE
11935570,CPD861027,Assault,Parking Lot,FALSE,West Side,W1,Loop,13B,2010,-1,M,Hispanic,9999-12-31T00:00:00.000Z,2037,9999-12-31T00:00:00.000Z,D04,74,M,Hispanic,Open,Violent,60625,Medium,FALSE
11935572,CPD670644,Theft,Residence,FALSE,North Side,W3,Humboldt Park,23H,2022,-1,M,Hispanic,9999-12-31T00:00:00.000Z,2119,9999-12-31T00:00:00.000Z,D03,-1,X,Black,Open,Uncategorized,60629,Medium,FALSE
11935770,CPD716708,Theft,Retail Store,FALSE,North Side,W32,Humboldt Park,23H,2008,68,F,White,9999-12-31T00:00:00.000Z,606,9999-12-31T00:00:00.000Z,D23,79,Unknown,Black,Closed,Property,60619,Medium,FALSE
11935771,CPD185665,Theft,Public Transit,FALSE,North Side,W31,Humboldt Park,23H,2004,74,F,Black,9999-12-31T00:00:00.000Z,2329,9999-12-31T00:00:00.000Z,D02,-1,F,Black,Open,Property,60615,Medium,FALSE
11935858,CPD565312,Assault,Alley,FALSE,West Side,W14,Unknown,13B,2021,70,F,Hispanic,9999-12-31T00:00:00.000Z,1034,9999-12-31T00:00:00.000Z,D03,41,X,White,Open,Violent,60619,Medium,FALSE
11935880,CPD269911,Fraud,Unknown,FALSE,Far South Side,W5,Austin,26A,2019,43,F,Unknown,9999-12-31T00:00:00.000Z,2313,9999-12-31T00:00:00.000Z,D14,55,F,White,Closed,Property,60608,Medium,FALSE
11935902,CPD156110,Theft,Bar,TRUE,North Side,W18,Loop,23H,2012,23,X,White,9999-12-31T00:00:00.000Z,314,9999-12-31T00:00:00.000Z,D02,67,M,Unknown,Under Investigation,Property,60612,Normal,FALSE
11935989,CPD888681,Battery,Bar,TRUE,South Side,W7,Englewood,13A,2016,67,F,White,9999-12-31T00:00:00.000Z,1146,9999-12-31T00:00:00.000Z,D23,-1,X,White,Closed,Violent,60625,High,FALSE
11936033,CPD382372,Theft,Bar,FALSE,Downtown,W45,Loop,23H,2016,66,X,Black,9999-12-31T00:00:00.000Z,0:00,9999-12-31T00:00:00.000Z,D11,23,M,White,Open,Property,60619,Medium,FALSE
11936042,CPD213817,Theft,Public Transit,FALSE,Far South Side,W21,Lakeview,23H,2023,52,F,Black,9999-12-31T00:00:00.000Z,1228,9999-12-31T00:00:00.000Z,D07,57,F,White,Under Investigation,Property,60615,Medium,FALSE
11936179,CPD542777,Arson,Retail Store,FALSE,North Side,W37,Austin,200,2008,21,F,Black,9999-12-31T00:00:00.000Z,846,9999-12-31T00:00:00.000Z,D14,27,F,White,Under Investigation,Property,60622,High,FALSE
11936253,CPD909694,Weapons Violation,Residence,FALSE,South Side,W9,Austin,520,2010,59,X,Black,9999-12-31T00:00:00.000Z,1721,9999-12-31T00:00:00.000Z,D20,71,Unknown,Black,Under Investigation,Other,60608,Medium,FALSE
11936592,CPD642363,Weapons Violation,Retail Store,FALSE,North Side,W50,Loop,520,2017,24,M,Hispanic,9999-12-31T00:00:00.000Z,1711,9999-12-31T00:00:00.000Z,D01,48,F,Black,Pending,Other,60615,Medium,FALSE
11937052,CPD735636,Theft,Retail Store,FALSE,Downtown,W30,Unknown,23H,2015,40,X,Unknown,9999-12-31T00:00:00.000Z,0:00,9999-12-31T00:00:00.000Z,D11,69,M,Asian,Closed,Uncategorized,60608,Medium,FALSE
11937290,CPD959069,Theft,Bar,FALSE,North Side,W25,Loop,23H,2002,-1,X,Unknown,9999-12-31T00:00:00.000Z,520,9999-12-31T00:00:00.000Z,D19,76,Unknown,Unknown,Under Investigation,Property,60601,Medium,FALSE
11937298,CPD935090,Theft,Residence,FALSE,Downtown,W13,Englewood,23H,2022,56,Unknown,White,9999-12-31T00:00:00.000Z,2129,9999-12-31T00:00:00.000Z,D05,46,M,Black,Open,Property,60615,Medium,FALSE
11937397,CPD765073,Burglary,Bar,FALSE,Downtown,W29,Englewood,220,2011,19,X,Hispanic,9999-12-31T00:00:00.000Z,2028,9999-12-31T00:00:00.000Z,D04,-1,M,Hispanic,Open,Property,60608,Medium,FALSE
11937642,CPD909976,Auto Theft,Alley,FALSE,West Side,W12,Humboldt Park,240,2015,58,M,White,9999-12-31T00:00:00.000Z,1150,9999-12-31T00:00:00.000Z,D06,64,F,White,Open,Property,60625,Medium,FALSE
11937910,CPD362719,Disorderly Conduct,Alley,FALSE,North Side,W11,Lakeview,90C,2010,42,X,White,9999-12-31T00:00:00.000Z,2320,9999-12-31T00:00:00.000Z,D15,68,Unknown,Asian,Closed,Other,60612,Low,FALSE
11937923,CPD218913,Sex Offense,Alley,TRUE,North Side,W35,Englewood,11A,2017,61,M,Hispanic,9999-12-31T00:00:00.000Z,1218,9999-12-31T00:00:00.000Z,D22,69,M,Hispanic,Under Investigation,Violent,60622,High,TRUE
11937940,CPD303483,Auto Theft,Bar,FALSE,Downtown,W37,Unknown,240,2022,24,Unknown,Black,9999-12-31T00:00:00.000Z,2239,9999-12-31T00:00:00.000Z,D21,19,F,White,Under Investigation,Property,60608,Normal,FALSE
11938046,CPD763841,Weapons Violation,Public Transit,TRUE,West Side,W43,Humboldt Park,520,2021,60,M,White,9999-12-31T00:00:00.000Z,838,9999-12-31T00:00:00.000Z,D02,71,F,White,Pending,Other,60649,Medium,FALSE
11938076,CPD635431,Drug Offense,Street,FALSE,North Side,W18,Unknown,35A,2020,-1,X,Hispanic,9999-12-31T00:00:00.000Z,630,9999-12-31T00:00:00.000Z,D16,73,F,Black,Open,Other,60619,Low,FALSE
11938292,CPD448224,Battery,Apartment,FALSE,North Side,W9,Loop,13A,2024,51,X,Unknown,9999-12-31T00:00:00.000Z,1636,9999-12-31T00:00:00.000Z,D24,-1,M,Unknown,Closed,Violent,60625,High,FALSE
11938535,CPD411499,Theft,Apartment,FALSE,West Side,W4,Humboldt Park,23H,2004,62,M,Unknown,9999-12-31T00:00:00.000Z,226,9999-12-31T00:00:00.000Z,D25,74,X,White,Under Investigation,Property,60622,Medium,FALSE
11938556,CPD344685,Theft,School,FALSE,South Side,W31,Loop,23H,2017,39,X,Hispanic,9999-12-31T00:00:00.000Z,651,9999-12-31T00:00:00.000Z,D10,-1,X,White,Pending,Property,60615,Medium,FALSE
11938576,CPD484628,Burglary,Park,FALSE,Far South Side,W8,Englewood,220,2016,61,F,Black,9999-12-31T00:00:00.000Z,1311,9999-12-31T00:00:00.000Z,D07,48,M,Hispanic,Under Investigation,Property,0,Medium,FALSE
11938769,CPD469148,Robbery,Alley,FALSE,Far South Side,W3,Humboldt Park,120,2009,-1,M,White,9999-12-31T00:00:00.000Z,45,9999-12-31T00:00:00.000Z,D20,34,Unknown,Black,Under Investigation,Violent,60619,High,FALSE
11938811,CPD072553,Theft,Apartment,FALSE,North Side,W42,Englewood,23H,2007,26,X,Black,9999-12-31T00:00:00.000Z,2344,9999-12-31T00:00:00.000Z,D02,31,X,Black,Closed,Property,60622,Medium,FALSE
11939211,CPD137802,Fraud,Residence,FALSE,South Side,W36,Lakeview,26A,2003,60,X,White,9999-12-31T00:00:00.000Z,1735,9999-12-31T00:00:00.000Z,D08,-1,X,Black,Under Investigation,Property,60625,Medium,FALSE
11939286,CPD350376,Assault,Bar,FALSE,Downtown,W30,Humboldt Park,13B,2022,35,M,Black,9999-12-31T00:00:00.000Z,750,9999-12-31T00:00:00.000Z,D16,47,X,Other,Open,Violent,60615,Normal,FALSE
11939468,CPD083096,Theft,Street,FALSE,West Side,W35,Loop,23H,2010,34,M,Unknown,9999-12-31T00:00:00.000Z,1020,9999-12-31T00:00:00.000Z,D10,58,F,White,Pending,Property,60637,Medium,FALSE
11939543,CPD737297,Criminal Damage,Parking Lot,FALSE,North Side,W36,Loop,290,2006,57,F,White,9999-12-31T00:00:00.000Z,233,9999-12-31T00:00:00.000Z,D11,37,Unknown,Black,Under Investigation,Property,60619,Medium,FALSE
11939633,CPD212849,Battery,Alley,FALSE,North Side,W21,Lakeview,13A,2017,80,F,White,9999-12-31T00:00:00.000Z,0:00,9999-12-31T00:00:00.000Z,D22,73,F,Black,Open,Violent,60637,High,FALSE
11939747,CPD218686,Battery,Park,FALSE,Downtown,W34,Lakeview,13A,2004,80,F,Black,9999-12-31T00:00:00.000Z,430,9999-12-31T00:00:00.000Z,D18,37,F,Black,Under Investigation,Violent,60608,High,FALSE
11939796,CPD683412,Battery,Park,FALSE,West Side,W33,Unknown,13A,2012,78,M,Hispanic,9999-12-31T00:00:00.000Z,655,9999-12-31T00:00:00.000Z,D22,22,F,White,Pending,Violent,60608,High,FALSE
11939912,CPD037829,Theft,Residence,FALSE,West Side,W29,Loop,23H,2008,66,M,Hispanic,9999-12-31T00:00:00.000Z,1923,9999-12-31T00:00:00.000Z,D16,35,M,Hispanic,Under Investigation,Property,60622,Medium,TRUE
11939935,CPD096663,Criminal Damage,School,TRUE,North Side,W3,Unknown,290,2004,32,M,Black,9999-12-31T00:00:00.000Z,1731,9999-12-31T00:00:00.000Z,D12,68,F,Black,Under Investigation,Property,60601,Medium,TRUE
11939986,CPD488514,Theft,School,FALSE,Downtown,W34,Unknown,23H,2021,77,M,White,9999-12-31T00:00:00.000Z,2102,9999-12-31T00:00:00.000Z,D02,-1,F,Black,Open,Property,60615,Medium,FALSE
11940151,CPD981960,Robbery,Retail Store,FALSE,South Side,W26,Englewood,120,2019,75,M,Black,9999-12-31T00:00:00.000Z,4,9999-12-31T00:00:00.000Z,D19,-1,M,Asian,Under Investigation,Violent,60608,High,FALSE
11940156,CPD933666,Battery,Street,FALSE,Downtown,W16,Englewood,13A,2009,20,F,Unknown,9999-12-31T00:00:00.000Z,1631,9999-12-31T00:00:00.000Z,D08,33,Unknown,White,Open,Violent,60629,High,TRUE
11940207,CPD677574,Battery,Parking Lot,FALSE,North Side,W17,Loop,13A,2018,41,F,White,9999-12-31T00:00:00.000Z,2008,9999-12-31T00:00:00.000Z,D23,49,F,Black,Open,Violent,60612,High,FALSE
11940428,CPD858037,Assault,Alley,FALSE,Far South Side,W17,Loop,13B,2022,-1,X,Hispanic,9999-12-31T00:00:00.000Z,715,9999-12-31T00:00:00.000Z,D01,52,X,Black,Closed,Violent,60619,Medium,FALSE
11940469,CPD129106,Battery,Public Transit,FALSE,North Side,Unknown,Loop,13A,2003,37,Unknown,Black,9999-12-31T00:00:00.000Z,635,9999-12-31T00:00:00.000Z,D15,38,F,Hispanic,Open,Violent,60601,High,FALSE
11940490,CPD624936,Criminal Damage,Public Transit,FALSE,North Side,W23,Lakeview,290,2004,31,Unknown,Hispanic,9999-12-31T00:00:00.000Z,310,9999-12-31T00:00:00.000Z,D07,58,Unknown,Black,Closed,Property,0,Medium,TRUE
11940779,CPD159254,Assault,Parking Lot,FALSE,South Side,W5,Unknown,13B,2016,25,M,Black,9999-12-31T00:00:00.000Z,2324,9999-12-31T00:00:00.000Z,D06,-1,M,Hispanic,Closed,Uncategorized,60622,Medium,FALSE
11940800,CPD238039,Assault,Park,FALSE,Far South Side,W8,Lakeview,13B,2018,66,M,Asian,9999-12-31T00:00:00.000Z,0:00,9999-12-31T00:00:00.000Z,D02,56,X,Hispanic,Open,Violent,60625,Normal,FALSE
11940924,CPD494770,Auto Theft,Unknown,FALSE,South Side,W27,Austin,240,2024,71,X,White,9999-12-31T00:00:00.000Z,229,9999-12-31T00:00:00.000Z,D24,34,X,Asian,Under Investigation,Property,0,Medium,FALSE
11941321,CPD588749,Theft,Residence,FALSE,West Side,W27,Austin,23H,2008,29,F,Black,9999-12-31T00:00:00.000Z,0:00,9999-12-31T00:00:00.000Z,D20,72,F,Other,Open,Property,60615,Medium,FALSE
11941476,CPD926327,Battery,Park,FALSE,Downtown,W22,Englewood,13A,2014,47,Unknown,White,9999-12-31T00:00:00.000Z,1421,9999-12-31T00:00:00.000Z,D12,66,X,White,Under Investigation,Violent,60629,High,FALSE
11941669,CPD531627,Trespassing,Unknown,TRUE,North Side,W17,Englewood,90J,2019,37,F,Black,9999-12-31T00:00:00.000Z,1519,9999-12-31T00:00:00.000Z,D21,20,F,Unknown,Under Investigation,Other,60601,Normal,TRUE
11941807,CPD387189,Assault,Public Transit,FALSE,South Side,W34,Loop,13B,2003,79,M,Unknown,9999-12-31T00:00:00.000Z,2220,9999-12-31T00:00:00.000Z,D24,65,Unknown,White,Closed,Violent,60622,Medium,FALSE
11941857,CPD956251,Theft,Retail Store,FALSE,Far South Side,W8,Englewood,23H,2017,79,M,Hispanic,9999-12-31T00:00:00.000Z,1247,9999-12-31T00:00:00.000Z,D09,46,X,Unknown,Open,Property,60608,Medium,TRUE
11941929,CPD800443,Theft,Residence,TRUE,Far South Side,W41,Englewood,23H,2012,26,X,White,9999-12-31T00:00:00.000Z,2059,9999-12-31T00:00:00.000Z,D15,-1,Unknown,Unknown,Under Investigation,Uncategorized,60608,Medium,FALSE
11942250,CPD689518,Theft,Bar,FALSE,Downtown,W48,Humboldt Park,23H,2005,70,F,Unknown,9999-12-31T00:00:00.000Z,0:00,9999-12-31T00:00:00.000Z,D02,38,X,Unknown,Open,Property,60619,Medium,FALSE
11942482,CPD892833,Criminal Damage,School,TRUE,West Side,W46,Unknown,290,2008,50,M,Black,9999-12-31T00:00:00.000Z,1539,9999-12-31T00:00:00.000Z,D09,71,Unknown,Black,Closed,Property,60625,Medium,FALSE
11942487,CPD952767,Robbery,Retail Store,FALSE,West Side,Unknown,Loop,120,2016,41,X,Hispanic,9999-12-31T00:00:00.000Z,1400,9999-12-31T00:00:00.000Z,D14,70,M,Asian,Under Investigation,Violent,60601,High,FALSE
11942590,CPD653147,Sex Offense,Street,TRUE,North Side,Unknown,Englewood,11A,2015,24,X,Asian,9999-12-31T00:00:00.000Z,559,9999-12-31T00:00:00.000Z,D06,47,X,White,Closed,Violent,60625,High,FALSE
11942604,CPD781611,Criminal Damage,Bar,FALSE,Far South Side,W14,Unknown,290,2008,22,Unknown,Asian,9999-12-31T00:00:00.000Z,1046,9999-12-31T00:00:00.000Z,D22,62,M,Black,Open,Property,60619,Medium,FALSE
11942616,CPD342558,Theft,Park,TRUE,South Side,W32,Englewood,23H,2008,24,M,Black,9999-12-31T00:00:00.000Z,1326,9999-12-31T00:00:00.000Z,D10,27,M,Black,Open,Property,60629,Medium,FALSE
11942756,CPD976879,Auto Theft,Park,FALSE,Downtown,W17,Lakeview,240,2004,-1,F,Unknown,9999-12-31T00:00:00.000Z,250,9999-12-31T00:00:00.000Z,D20,57,M,Hispanic,Under Investigation,Property,60612,Medium,FALSE
11943128,CPD979701,Weapons Violation,Residence,FALSE,Far South Side,W33,Humboldt Park,520,2012,51,F,White,9999-12-31T00:00:00.000Z,2112,9999-12-31T00:00:00.000Z,D09,44,M,Hispanic,Pending,Other,0,Medium,FALSE
11943324,CPD689689,Weapons Violation,Residence,TRUE,Far South Side,W3,Englewood,520,2022,20,F,Black,9999-12-31T00:00:00.000Z,1839,9999-12-31T00:00:00.000Z,D16,31,Unknown,White,Closed,Other,0,Medium,FALSE
11943419,CPD712526,Trespassing,Bar,FALSE,North Side,W19,Englewood,90J,2017,18,F,Asian,9999-12-31T00:00:00.000Z,1608,9999-12-31T00:00:00.000Z,D09,48,M,Black,Under Investigation,Other,60601,Low,FALSE
11943549,CPD884441,Battery,Apartment,FALSE,South Side,W24,Loop,13A,2005,71,F,White,9999-12-31T00:00:00.000Z,1543,9999-12-31T00:00:00.000Z,D16,-1,X,Black,Pending,Violent,60625,High,FALSE
11943666,CPD794696,Criminal Damage,School,FALSE,North Side,W47,Lakeview,290,2006,59,X,Black,9999-12-31T00:00:00.000Z,1124,9999-12-31T00:00:00.000Z,D15,78,M,Hispanic,Under Investigation,Property,60637,Normal,FALSE
11943867,CPD922318,Fraud,Retail Store,TRUE,South Side,W2,Austin,26A,2013,74,M,Black,9999-12-31T00:00:00.000Z,1643,9999-12-31T00:00:00.000Z,D14,-1,X,White,Closed,Property,60649,Normal,FALSE
11943875,CPD977791,Theft,Parking Lot,FALSE,Downtown,W12,Lakeview,23H,2013,25,F,Black,9999-12-31T00:00:00.000Z,1826,9999-12-31T00:00:00.000Z,D14,38,M,White,Closed,Property,60649,Medium,FALSE
11943886,CPD495752,Robbery,Parking Lot,FALSE,South Side,W28,Unknown,120,2005,78,F,Black,9999-12-31T00:00:00.000Z,0:00,9999-12-31T00:00:00.000Z,D07,40,M,Hispanic,Under Investigation,Violent,60637,High,FALSE
11943903,CPD935734,Battery,Bar,FALSE,Downtown,W46,Humboldt Park,13A,2015,49,F,White,9999-12-31T00:00:00.000Z,1630,9999-12-31T00:00:00.000Z,D02,20,M,Black,Under Investigation,Violent,60615,Normal,FALSE
11943977,CPD221960,Assault,School,TRUE,Downtown,W39,Humboldt Park,13B,2017,63,Unknown,Unknown,9999-12-31T00:00:00.000Z,313,9999-12-31T00:00:00.000Z,D22,21,F,Hispanic,Under Investigation,Violent,60608,Medium,FALSE
11944078,CPD923506,Disorderly Conduct,Public Transit,FALSE,Downtown,W28,Englewood,90C,2022,21,F,White,9999-12-31T00:00:00.000Z,1752,9999-12-31T00:00:00.000Z,D11,45,X,Asian,Closed,Other,60637,Low,FALSE
11944124,CPD459165,Theft,Retail Store,FALSE,South Side,W33,Humboldt Park,23H,2009,32,M,Black,9999-12-31T00:00:00.000Z,1744,9999-12-31T00:00:00.000Z,D06,24,F,Unknown,Open,Property,60619,Medium,FALSE
11944178,CPD209092,Robbery,Retail Store,TRUE,West Side,W26,Englewood,120,2017,40,X,Black,9999-12-31T00:00:00.000Z,615,9999-12-31T00:00:00.000Z,D14,64,M,Black,Open,Violent,60649,High,FALSE
11944184,CPD453745,Assault,Unknown,TRUE,North Side,W37,Unknown,13B,2021,73,M,White,9999-12-31T00:00:00.000Z,2349,9999-12-31T00:00:00.000Z,D06,62,M,White,Under Investigation,Violent,0,Medium,FALSE
11944258,CPD595973,Auto Theft,Parking Lot,FALSE,West Side,W38,Englewood,240,2016,-1,Unknown,Hispanic,9999-12-31T00:00:00.000Z,823,9999-12-31T00:00:00.000Z,D22,76,M,White,Open,Property,60612,Medium,FALSE
11944399,CPD082729,Auto Theft,Bar,FALSE,West Side,W21,Englewood,240,2005,30,F,Asian,9999-12-31T00:00:00.000Z,1037,9999-12-31T00:00:00.000Z,D10,-1,F,Other,Pending,Property,60619,Medium,FALSE
11944452,CPD960728,Robbery,Residence,FALSE,North Side,Unknown,Lakeview,120,2024,47,F,White,9999-12-31T00:00:00.000Z,320,9999-12-31T00:00:00.000Z,D04,-1,F,Hispanic,Under Investigation,Violent,60615,High,FALSE
11944472,CPD365150,Theft,Unknown,TRUE,Downtown,W49,Lakeview,23H,2012,55,M,Hispanic,9999-12-31T00:00:00.000Z,2357,9999-12-31T00:00:00.000Z,D03,73,F,White,Under Investigation,Property,60649,Medium,FALSE
11944520,CPD533445,Battery,Bar,TRUE,South Side,W35,Loop,13A,2012,39,X,Hispanic,9999-12-31T00:00:00.000Z,920,9999-12-31T00:00:00.000Z,D22,-1,X,Black,Closed,Violent,60612,High,FALSE
11944564,CPD586156,Weapons Violation,Street,FALSE,North Side,W37,Englewood,520,2016,21,X,Hispanic,9999-12-31T00:00:00.000Z,40,9999-12-31T00:00:00.000Z,D06,52,M,Black,Under Investigation,Other,60608,Medium,FALSE
11944761,CPD419232,Battery,Bar,FALSE,West Side,W39,Unknown,13A,2001,71,X,Asian,9999-12-31T00:00:00.000Z,51,9999-12-31T00:00:00.000Z,D16,21,M,Black,Under Investigation,Violent,60608,High,FALSE
11944823,CPD170790,Robbery,Park,TRUE,Downtown,W39,Humboldt Park,120,2017,-1,X,Hispanic,9999-12-31T00:00:00.000Z,321,9999-12-31T00:00:00.000Z,D07,43,X,Unknown,Closed,Violent,60615,High,FALSE
11944829,CPD965464,Fraud,Park,FALSE,Downtown,W39,Unknown,26A,2001,56,X,Unknown,9999-12-31T00:00:00.000Z,335,9999-12-31T00:00:00.000Z,D01,-1,M,Unknown,Closed,Property,60637,Medium,FALSE
11945096,CPD069990,Criminal Damage,Public Transit,TRUE,North Side,W40,Austin,290,2019,52,M,Hispanic,9999-12-31T00:00:00.000Z,747,9999-12-31T00:00:00.000Z,D13,78,F,White,Under Investigation,Property,60619,Medium,FALSE
11945218,CPD956738,Theft,Retail Store,FALSE,South Side,W12,Englewood,23H,2019,54,X,Hispanic,9999-12-31T00:00:00.000Z,1247,9999-12-31T00:00:00.000Z,D12,19,Unknown,Hispanic,Under Investigation,Property,60637,Medium,TRUE
11945467,CPD274846,Criminal Damage,Public Transit,FALSE,North Side,W29,Lakeview,290,2005,29,X,White,9999-12-31T00:00:00.000Z,36,9999-12-31T00:00:00.000Z,D01,65,X,Black,Open,Property,60619,Medium,FALSE
11945548,CPD339262,Robbery,Retail Store,FALSE,Downtown,W4,Englewood,120,2014,57,X,Unknown,9999-12-31T00:00:00.000Z,1253,9999-12-31T00:00:00.000Z,D08,-1,M,Black,Under Investigation,Violent,60637,High,TRUE
11945607,CPD082148,Theft,School,FALSE,South Side,W14,Englewood,23H,2011,21,F,Unknown,9999-12-31T00:00:00.000Z,658,9999-12-31T00:00:00.000Z,D20,68,X,White,Closed,Property,60608,Medium,FALSE
11945787,CPD949467,Burglary,Unknown,TRUE,West Side,W7,Englewood,220,2011,53,F,White,9999-12-31T00:00:00.000Z,654,9999-12-31T00:00:00.000Z,D03,21,M,Black,Open,Property,0,Medium,TRUE
11945862,CPD419608,Theft,Residence,FALSE,South Side,W10,Loop,23H,2008,-1,F,White,9999-12-31T00:00:00.000Z,429,9999-12-31T00:00:00.000Z,D10,21,F,White,Closed,Property,60601,Medium,FALSE
11946113,CPD857497,Criminal Damage,Public Transit,TRUE,Far South Side,W29,Lakeview,290,2023,31,M,Unknown,9999-12-31T00:00:00.000Z,933,9999-12-31T00:00:00.000Z,D08,22,M,Unknown,Closed,Property,60629,Medium,FALSE
11946135,CPD519733,Theft,Alley,TRUE,Far South Side,W5,Unknown,23H,2022,34,F,White,9999-12-31T00:00:00.000Z,258,9999-12-31T00:00:00.000Z,D24,47,X,Asian,Closed,Property,60637,Medium,FALSE
11946188,CPD879292,Robbery,Public Transit,TRUE,Downtown,W47,Humboldt Park,120,2006,75,X,Hispanic,9999-12-31T00:00:00.000Z,1610,9999-12-31T00:00:00.000Z,D18,75,Unknown,Unknown,Open,Violent,60615,High,FALSE
11946693,CPD116523,Theft,Retail Store,FALSE,West Side,Unknown,Loop,23H,2009,36,X,Unknown,9999-12-31T00:00:00.000Z,1608,9999-12-31T00:00:00.000Z,D12,78,M,Unknown,Closed,Property,0,Medium,FALSE
11946727,CPD119027,Theft,Residence,FALSE,South Side,W16,Englewood,23H,2021,69,F,Black,9999-12-31T00:00:00.000Z,2138,9999-12-31T00:00:00.000Z,D22,44,Unknown,Unknown,Open,Property,60608,Medium,FALSE
11946750,CPD933199,Auto Theft,Retail Store,TRUE,Downtown,W49,Lakeview,240,2022,36,X,Black,9999-12-31T00:00:00.000Z,1802,9999-12-31T00:00:00.000Z,D21,24,X,Hispanic,Closed,Uncategorized,60622,Medium,FALSE
11946954,CPD578204,Battery,Parking Lot,FALSE,South Side,W11,Austin,13A,2018,41,F,Unknown,9999-12-31T00:00:00.000Z,2206,9999-12-31T00:00:00.000Z,D05,27,F,Black,Pending,Violent,60601,High,FALSE
11946964,CPD147133,Theft,Street,FALSE,South Side,W24,Austin,23H,2008,41,M,White,9999-12-31T00:00:00.000Z,1434,9999-12-31T00:00:00.000Z,D20,41,F,White,Open,Property,60625,Medium,FALSE
11946966,CPD498235,Criminal Damage,Retail Store,FALSE,Downtown,W25,Humboldt Park,290,2016,78,M,Black,9999-12-31T00:00:00.000Z,154,9999-12-31T00:00:00.000Z,D14,59,M,Hispanic,Under Investigation,Uncategorized,60601,Medium,FALSE
11946981,CPD725224,Theft,Parking Lot,TRUE,Downtown,W14,Humboldt Park,23H,2001,74,X,Unknown,9999-12-31T00:00:00.000Z,1032,9999-12-31T00:00:00.000Z,D08,27,M,White,Closed,Property,60601,Medium,FALSE
11947322,CPD960880,Drug Offense,Retail Store,TRUE,South Side,W30,Englewood,35A,2009,36,F,Unknown,9999-12-31T00:00:00.000Z,2326,9999-12-31T00:00:00.000Z,D25,-1,M,Hispanic,Closed,Other,60601,Low,TRUE
11947395,CPD102574,Battery,Bar,TRUE,Far South Side,W27,Austin,13A,2004,43,M,Unknown,9999-12-31T00:00:00.000Z,1847,9999-12-31T00:00:00.000Z,D01,74,F,Unknown,Under Investigation,Violent,60625,High,FALSE
11947401,CPD245251,Fraud,Retail Store,FALSE,South Side,W45,Loop,26A,2005,45,M,Unknown,9999-12-31T00:00:00.000Z,144,9999-12-31T00:00:00.000Z,D05,52,X,Black,Open,Property,60629,Medium,FALSE
11947454,CPD402377,Disorderly Conduct,Residence,TRUE,North Side,W18,Loop,90C,2024,50,F,Hispanic,9999-12-31T00:00:00.000Z,1153,9999-12-31T00:00:00.000Z,D17,55,X,Black,Under Investigation,Other,60625,Low,FALSE
11947516,CPD307877,Criminal Damage,Bar,TRUE,Downtown,W29,Loop,290,2008,25,F,White,9999-12-31T00:00:00.000Z,1533,9999-12-31T00:00:00.000Z,D10,55,F,Black,Under Investigation,Property,60637,Normal,FALSE
